1024;14232
1024;12480
1024;18236
1024;17984
2048;26440
2048;32992
2048;27748
512;7492
2048;29516
512;7536
1024;15096
1024;16888
1024;16492
2048;27272
1024;13180
2048;32564
512;8408
1024;11028
2048;27604
2048;23416
1024;16304
1024;12900
2048;25580
2048;30564
1024;17744
1024;12244
2048;29848
1024;17768
2048;27592
2048;26340
2048;28888
2048;22276
512;5712
1024;17784
2048;24052
1024;10616
1024;15696
512;7692
2048;28984
1024;15844
1024;17108
2048;38036
2048;27160
2048;236881024;12756
