512;14152.0
512;13272.0
256;6216.0
512;11776.0
512;14272.0
128;2144.0
512;12608.0
256;6616.0
128;2728.0
512;10936.0
256;5920.0
256;6328.0
512;12056.0
512;11056.0
256;6432.0
512;10736.0
256;6400.0
256;6168.0
512;10736.0
256;6736.0
256;6112.0
512;11264.0
512;10760.0
256;4784.0
256;6312.0
256;6112.0
256;6296.0
512;13424.0
512;13088.0
128;2808.0
512;10752.0
256;5264.0
512;10032.0
512;13448.0
512;13840.0
512;12576.0
256;6352.0
256;6672.0
256;8192.0
256;5832.0
512;9856.0
256;6144.0
512;13016.0
256;6336.0
256;7560.0
256;6096.0
256;9048.0
256;9632.0
256;6472.0
256;6584.0
256;6064.0
256;6976.0
